name,flag,program,imo,mmsi,source,risk_category
ZHONG HE 7,pa,Tokyo MOU (rétentions Asie-Pacifique),9376438,,OpenSanctions,psc_detained
AFRICA STAR,pa,Tokyo MOU (rétentions Asie-Pacifique),9117612,,OpenSanctions,psc_detained
XIN HAI 78,bz;pa,Tokyo MOU (rétentions Asie-Pacifique),8676570,,OpenSanctions,psc_detained
RONG FU,pa,Tokyo MOU (rétentions Asie-Pacifique),9197129,,OpenSanctions,psc_detained
WENXIANG,pa,Tokyo MOU (rétentions Asie-Pacifique),9549310,,OpenSanctions,psc_detained
TRUST JR,pa,Tokyo MOU (rétentions Asie-Pacifique),8869749,,OpenSanctions,psc_detained
ARION,cy,Tokyo MOU (rétentions Asie-Pacifique),9232175,,OpenSanctions,psc_detained
XIANG YUAN HE RUN,pa,Tokyo MOU (rétentions Asie-Pacifique),1077488,,OpenSanctions,psc_detained
SM NAVIGATOR,pa,Tokyo MOU (rétentions Asie-Pacifique),9428841,,OpenSanctions,psc_detained
LI REN 16,pa,Tokyo MOU (rétentions Asie-Pacifique),1024053,,OpenSanctions,psc_detained
BASIC BRAVE,pa,Tokyo MOU (rétentions Asie-Pacifique),9473690,,OpenSanctions,psc_detained
GRAND COSMO,pa,Tokyo MOU (rétentions Asie-Pacifique),9303182,,OpenSanctions,psc_detained
DONG HAI,pa,Tokyo MOU (rétentions Asie-Pacifique),9169811,,OpenSanctions,psc_detained
MSC JOSSELINE,lr,Tokyo MOU (rétentions Asie-Pacifique),9842061,,OpenSanctions,psc_detained
TAGANROGSKIY ZALIV,pa,Tokyo MOU (rétentions Asie-Pacifique),9152181,,OpenSanctions,psc_detained
GOLDEN MARINE,pa,Tokyo MOU (rétentions Asie-Pacifique),9294941,,OpenSanctions,psc_detained
TM HAI HA 988,vn,Tokyo MOU (rétentions Asie-Pacifique),9331751,,OpenSanctions,psc_detained
SARONIC CHAMPION,lr,Tokyo MOU (rétentions Asie-Pacifique),9453523,,OpenSanctions,psc_detained
PROGRESS,ru,Tokyo MOU (rétentions Asie-Pacifique),8516615,,OpenSanctions,psc_detained
JSW SALEM,pa,Tokyo MOU (rétentions Asie-Pacifique),9537721,,OpenSanctions,psc_detained
ZHONG JIAN,pa,Tokyo MOU (rétentions Asie-Pacifique),9124172,,OpenSanctions,psc_detained
ZJE OCEAN 1,sg,Tokyo MOU (rétentions Asie-Pacifique),9597197,,OpenSanctions,psc_detained
LOWLANDS MAINE,pa,Tokyo MOU (rétentions Asie-Pacifique),9304239,,OpenSanctions,psc_detained
YONG XING 11,bz,Tokyo MOU (rétentions Asie-Pacifique),8357409,,OpenSanctions,psc_detained
BAY BRIDGE,pa,Tokyo MOU (rétentions Asie-Pacifique),9463267,,OpenSanctions,psc_detained
SUN FLORA,pa,Tokyo MOU (rétentions Asie-Pacifique),9832511,,OpenSanctions,psc_detained
GEM NO. 2,pa,Tokyo MOU (rétentions Asie-Pacifique),9735373,,OpenSanctions,psc_detained
GUO SHUN 12,bz,Tokyo MOU (rétentions Asie-Pacifique),9496874,,OpenSanctions,psc_detained
SUNNY 17,pa,Tokyo MOU (rétentions Asie-Pacifique),8357356,,OpenSanctions,psc_detained
MQ DELPHI,lr,Tokyo MOU (rétentions Asie-Pacifique),9491238,,OpenSanctions,psc_detained
CABO SAN ANTONIO,pa,Tokyo MOU (rétentions Asie-Pacifique),9346469,,OpenSanctions,psc_detained
CHARALAMBOS,lr,Tokyo MOU (rétentions Asie-Pacifique),9687186,,OpenSanctions,psc_detained
NEW SPIRIT,bb,Black Sea MOU (rétentions Mer Noire),9604770,,OpenSanctions,psc_detained
BROTHERS RS,pw,Black Sea MOU (rétentions Mer Noire),7382495,,OpenSanctions,psc_detained
ANNA,pw;tr,Black Sea MOU (rétentions Mer Noire),9040962,,OpenSanctions,psc_detained
RANDA,sy,Black Sea MOU (rétentions Mer Noire),8414283,,OpenSanctions,psc_detained
BAHAR-K,ck,Black Sea MOU (rétentions Mer Noire),8884555,,OpenSanctions,psc_detained
PIERO A,pw,Black Sea MOU (rétentions Mer Noire),9010955,,OpenSanctions,psc_detained
PHANTOM,lr,Black Sea MOU (rétentions Mer Noire),9551923,,OpenSanctions,psc_detained
GUANA,pa,Black Sea MOU (rétentions Mer Noire),9180956,,OpenSanctions,psc_detained
PALAIS,mh,Black Sea MOU (rétentions Mer Noire),9646649,,OpenSanctions,psc_detained
BLACK FUEL,tz,Black Sea MOU (rétentions Mer Noire),8407632,,OpenSanctions,psc_detained
OMAYA,km,Black Sea MOU (rétentions Mer Noire),8408648,,OpenSanctions,psc_detained
AMAL NEPTUNE,tz,Black Sea MOU (rétentions Mer Noire),8116843,,OpenSanctions,psc_detained
ALBERTITO,mh,Black Sea MOU (rétentions Mer Noire),9289855,,OpenSanctions,psc_detained
KHODR,tg,Black Sea MOU (rétentions Mer Noire),8213720,,OpenSanctions,psc_detained
CHRISTINA,md,Black Sea MOU (rétentions Mer Noire),9061253,,OpenSanctions,psc_detained
BARLAS,pa,Black Sea MOU (rétentions Mer Noire),8827430,,OpenSanctions,psc_detained
NECO K,pa,Black Sea MOU (rétentions Mer Noire),9146053,,OpenSanctions,psc_detained
NOVA 1,km,Black Sea MOU (rétentions Mer Noire),8408789,,OpenSanctions,psc_detained
VINES,cm;jm,Black Sea MOU (rétentions Mer Noire),8416798,,OpenSanctions,psc_detained
BALTIC SOUL,mt,Black Sea MOU (rétentions Mer Noire),9228813,,OpenSanctions,psc_detained
ALICE,pw,Black Sea MOU (rétentions Mer Noire),8927979,,OpenSanctions,psc_detained
BRENTIX,tz,Black Sea MOU (rétentions Mer Noire),7922221,,OpenSanctions,psc_detained
PRINCESS ALAA,sl,Black Sea MOU (rétentions Mer Noire),9014286,,OpenSanctions,psc_detained
MJ BULKER,bb,Black Sea MOU (rétentions Mer Noire),9116553,,OpenSanctions,psc_detained
VIVIAN,lr,Black Sea MOU (rétentions Mer Noire),9620358,,OpenSanctions,psc_detained
URANUS II,sl,Black Sea MOU (rétentions Mer Noire),9057214,,OpenSanctions,psc_detained
ESCADA,pa,Black Sea MOU (rétentions Mer Noire),9255531,,OpenSanctions,psc_detained
CORAL C,mn;tg,Black Sea MOU (rétentions Mer Noire),8911413,,OpenSanctions,psc_detained
ADARA,fr,Black Sea MOU (rétentions Mer Noire),9587829,,OpenSanctions,psc_detained
MUMTAZ BEY,bb;pa,Black Sea MOU (rétentions Mer Noire),9197935,,OpenSanctions,psc_detained
CHIEF SEATTLE,pa,Black Sea MOU (rétentions Mer Noire),9230751,,OpenSanctions,psc_detained
FADELSIA,lr,Black Sea MOU (rétentions Mer Noire),9481099,,OpenSanctions,psc_detained
VEGA 1,pa,Black Sea MOU (rétentions Mer Noire),8516756,,OpenSanctions,psc_detained
GREMIO,pa,Black Sea MOU (rétentions Mer Noire),9699256,,OpenSanctions,psc_detained
FK SILA,km,Black Sea MOU (rétentions Mer Noire),8130851,,OpenSanctions,psc_detained
LIDER ILYAS,cm;pa,Black Sea MOU (rétentions Mer Noire),7908445,,OpenSanctions,psc_detained
L TANER,tz,Black Sea MOU (rétentions Mer Noire),7615347,,OpenSanctions,psc_detained
AEOLOS,lr,Black Sea MOU (rétentions Mer Noire),9670901,,OpenSanctions,psc_detained
PRINCESS AMNAH,sl,Black Sea MOU (rétentions Mer Noire),9008067,,OpenSanctions,psc_detained
MY EFEKAN 2,vu,Black Sea MOU (rétentions Mer Noire),8509002,,OpenSanctions,psc_detained
CHEM HARVEST,lr,Black Sea MOU (rétentions Mer Noire),9223916,,OpenSanctions,psc_detained
NOVA,no,Black Sea MOU (rétentions Mer Noire),9414917,,OpenSanctions,psc_detained
WAJED,sl,Black Sea MOU (rétentions Mer Noire),9163491,,OpenSanctions,psc_detained
SKYMOON 2,md,Black Sea MOU (rétentions Mer Noire),8802466,,OpenSanctions,psc_detained
DILEK,vu,Black Sea MOU (rétentions Mer Noire),9169732,,OpenSanctions,psc_detained
BARBAROS,cm,Black Sea MOU (rétentions Mer Noire),7619537,,OpenSanctions,psc_detained
CEDAR,pa,Black Sea MOU (rétentions Mer Noire),9403035,,OpenSanctions,psc_detained
MEDI EGEO,lr,Black Sea MOU (rétentions Mer Noire),9699177,,OpenSanctions,psc_detained
PACIFIC K,pw,Black Sea MOU (rétentions Mer Noire),9127679,,OpenSanctions,psc_detained
GREAT GLORY,kn,Black Sea MOU (rétentions Mer Noire),9112351,,OpenSanctions,psc_detained
CRISNIK,tg,Black Sea MOU (rétentions Mer Noire),8203529,,OpenSanctions,psc_detained
USKO MFU,cm,Black Sea MOU (rétentions Mer Noire),7919781,,OpenSanctions,psc_detained
GRIT CEMENT III,pa,Black Sea MOU (rétentions Mer Noire),9116515,,OpenSanctions,psc_detained
RIZE,pa,Black Sea MOU (rétentions Mer Noire),9437816,,OpenSanctions,psc_detained
NANA LEEN,sl,Black Sea MOU (rétentions Mer Noire),9113850,,OpenSanctions,psc_detained
SEA HARMONY,gr,Black Sea MOU (rétentions Mer Noire),9596492,,OpenSanctions,psc_detained
KEY FUTURE,pa,Black Sea MOU (rétentions Mer Noire),9512329,,OpenSanctions,psc_detained
LIDER BULUT,cm,Black Sea MOU (rétentions Mer Noire),9198719,,OpenSanctions,psc_detained
OMSKIY-147,ru,Black Sea MOU (rétentions Mer Noire),8887753,,OpenSanctions,psc_detained
SUM,km,Black Sea MOU (rétentions Mer Noire),9005467,,OpenSanctions,psc_detained
STAR HYPERION,pa,Black Sea MOU (rétentions Mer Noire),9145956,,OpenSanctions,psc_detained
SWIMMER.M,kn,Black Sea MOU (rétentions Mer Noire),9148491,,OpenSanctions,psc_detained
MAERSK KLAIPEDA,hk,Black Sea MOU (rétentions Mer Noire),9211482,,OpenSanctions,psc_detained
ROANA,pa,Black Sea MOU (rétentions Mer Noire),9240407,,OpenSanctions,psc_detained
SEA HORIZON,pw,Black Sea MOU (rétentions Mer Noire),7352464,,OpenSanctions,psc_detained
ACHILLEUS,mt,Black Sea MOU (rétentions Mer Noire),9228021,,OpenSanctions,psc_detained
HALIVER,tz,Black Sea MOU (rétentions Mer Noire),8133566,,OpenSanctions,psc_detained
GRACE,lk,Black Sea MOU (rétentions Mer Noire),9325116,,OpenSanctions,psc_detained
TURKAN SAYLAN,mt,Black Sea MOU (rétentions Mer Noire),9250945,,OpenSanctions,psc_detained
CHASE,mh,Black Sea MOU (rétentions Mer Noire),9278052,,OpenSanctions,psc_detained
ALEXANDER GRIN,cm;ru,Black Sea MOU (rétentions Mer Noire),9057331,,OpenSanctions,psc_detained
PORT MOODY,mh,Black Sea MOU (rétentions Mer Noire),9246449,,OpenSanctions,psc_detained
GABRI S,md,Black Sea MOU (rétentions Mer Noire),8714114,,OpenSanctions,psc_detained
FRONTIER KOTOBUKI,pa,Black Sea MOU (rétentions Mer Noire),9532082,,OpenSanctions,psc_detained
A FUKU,pa,Black Sea MOU (rétentions Mer Noire),9343687,,OpenSanctions,psc_detained
FEDERAL SCHELDE,bb,Black Sea MOU (rétentions Mer Noire),9118147,,OpenSanctions,psc_detained
SAN FELIX,it,Black Sea MOU (rétentions Mer Noire),9314868,,OpenSanctions,psc_detained
VIVA VESNA,pa,Black Sea MOU (rétentions Mer Noire),9233507,,OpenSanctions,psc_detained
FILITZ G,cm,Black Sea MOU (rétentions Mer Noire),7808188,,OpenSanctions,psc_detained
TOYA,nr,Black Sea MOU (rétentions Mer Noire),9368106,,OpenSanctions,psc_detained
HARMONY LIVESTOCK,tz,Black Sea MOU (rétentions Mer Noire),7349871,,OpenSanctions,psc_detained
MARIA QUEEN,sl,Black Sea MOU (rétentions Mer Noire),8421987,,OpenSanctions,psc_detained
SELIN D,mt,Black Sea MOU (rétentions Mer Noire),9221786,,OpenSanctions,psc_detained
RAMZAY,bz,Black Sea MOU (rétentions Mer Noire),9672260,,OpenSanctions,psc_detained
IRMGARD,lr,Black Sea MOU (rétentions Mer Noire),9590967,,OpenSanctions,psc_detained
MANASSA QUEEN,pa,Black Sea MOU (rétentions Mer Noire),9152478,,OpenSanctions,psc_detained
LADY BOUSHRA,km,Black Sea MOU (rétentions Mer Noire),8607660,,OpenSanctions,psc_detained
A. M. K. MARIN,gw,Black Sea MOU (rétentions Mer Noire),7610103,,OpenSanctions,psc_detained
AL MAQAM,mh,Black Sea MOU (rétentions Mer Noire),9672040,,OpenSanctions,psc_detained
TAHITI,ua,Black Sea MOU (rétentions Mer Noire),8844531,,OpenSanctions,psc_detained
NEVA-LEADER 4,ru,Black Sea MOU (rétentions Mer Noire),9598842,,OpenSanctions,psc_detained
FATMA EYLUL,bz,Black Sea MOU (rétentions Mer Noire),9297917,,OpenSanctions,psc_detained
ORIENT TRADER,lr,Black Sea MOU (rétentions Mer Noire),9467574,,OpenSanctions,psc_detained
CIRKIN,tz,Black Sea MOU (rétentions Mer Noire),7728699,,OpenSanctions,psc_detained
NEW HORIZON,pa,Black Sea MOU (rétentions Mer Noire),9290701,,OpenSanctions,psc_detained
ALTAR,ck,Black Sea MOU (rétentions Mer Noire),9127162,,OpenSanctions,psc_detained
RAPID,md,Black Sea MOU (rétentions Mer Noire),8600090,,OpenSanctions,psc_detained
LION,pa,Black Sea MOU (rétentions Mer Noire),9136785,,OpenSanctions,psc_detained
THEMIS,mh,Black Sea MOU (rétentions Mer Noire),9452543,,OpenSanctions,psc_detained
ISTANBUL-M,pa,Black Sea MOU (rétentions Mer Noire),9450818,,OpenSanctions,psc_detained
EPIC BURANO,sg,Black Sea MOU (rétentions Mer Noire),9251171,,OpenSanctions,psc_detained
GIOIA MIA,lr,Black Sea MOU (rétentions Mer Noire),9321419,,OpenSanctions,psc_detained
GIEWONT,bs,Black Sea MOU (rétentions Mer Noire),9452593,,OpenSanctions,psc_detained
SBI MAIA,mh,Black Sea MOU (rétentions Mer Noire),9705304,,OpenSanctions,psc_detained
HOVERLA A.,md,Black Sea MOU (rétentions Mer Noire),9327188,,OpenSanctions,psc_detained
VECTIS ISLE,km,Black Sea MOU (rétentions Mer Noire),8903040,,OpenSanctions,psc_detained
ERGUVAN S,mh,Black Sea MOU (rétentions Mer Noire),9603063,,OpenSanctions,psc_detained
SKYFALL,lr,Black Sea MOU (rétentions Mer Noire),9724752,,OpenSanctions,psc_detained
RO QUEEN,pa,Black Sea MOU (rétentions Mer Noire),9104263,,OpenSanctions,psc_detained
LEO TRIO,pa,Black Sea MOU (rétentions Mer Noire),9137870,,OpenSanctions,psc_detained
ALI NAJAFOV,kn,Black Sea MOU (rétentions Mer Noire),9175195,,OpenSanctions,psc_detained
ANTALYA,sy,Black Sea MOU (rétentions Mer Noire),7615232,,OpenSanctions,psc_detained
TIGER M,km,Black Sea MOU (rétentions Mer Noire),7110995,,OpenSanctions,psc_detained
MRIYA S,vc,Black Sea MOU (rétentions Mer Noire),8858673,,OpenSanctions,psc_detained
GOLDEN JOY,sm,Black Sea MOU (rétentions Mer Noire),9302906,,OpenSanctions,psc_detained
VECTIS FALCON,pt,Black Sea MOU (rétentions Mer Noire),9594298,,OpenSanctions,psc_detained
IVER AMBASSADOR,mh,Black Sea MOU (rétentions Mer Noire),9768514,,OpenSanctions,psc_detained
REK KING,pa,Black Sea MOU (rétentions Mer Noire),9085895,,OpenSanctions,psc_detained
UNITED S,tg,Black Sea MOU (rétentions Mer Noire),7359149,,OpenSanctions,psc_detained
LARISSA 1,pw,Black Sea MOU (rétentions Mer Noire),9154268,,OpenSanctions,psc_detained
FAVORITE,pa,Black Sea MOU (rétentions Mer Noire),8844074,,OpenSanctions,psc_detained
MU XI,pa,Black Sea MOU (rétentions Mer Noire),9213791,,OpenSanctions,psc_detained
FLAMURI,pa,Black Sea MOU (rétentions Mer Noire),9472713,,OpenSanctions,psc_detained
WHITE LINE,bz;pw,Black Sea MOU (rétentions Mer Noire),8420713,,OpenSanctions,psc_detained
LADY MICKEY,lr,Black Sea MOU (rétentions Mer Noire),9149653,,OpenSanctions,psc_detained
THALASSINI,mt,Black Sea MOU (rétentions Mer Noire),9286592,,OpenSanctions,psc_detained
NAPA,lr,Black Sea MOU (rétentions Mer Noire),9426037,,OpenSanctions,psc_detained
AQUAMARINE,lr,Black Sea MOU (rétentions Mer Noire),9469546,,OpenSanctions,psc_detained
GAS NERO,pa,Black Sea MOU (rétentions Mer Noire),9109316,,OpenSanctions,psc_detained
JORDANIA,pa,Black Sea MOU (rétentions Mer Noire),9123805,,OpenSanctions,psc_detained
AQASIA,mt,Black Sea MOU (rétentions Mer Noire),9556753,,OpenSanctions,psc_detained
VEGA AQUARIUS,lr,Black Sea MOU (rétentions Mer Noire),9429170,,OpenSanctions,psc_detained
DEYI CONFIDENCE,pa,Black Sea MOU (rétentions Mer Noire),9301079,,OpenSanctions,psc_detained
POYRAZ,tz,Black Sea MOU (rétentions Mer Noire),8725656,,OpenSanctions,psc_detained
MURAT ISIK,vu,Black Sea MOU (rétentions Mer Noire),9005857,,OpenSanctions,psc_detained
ANITTEPE-S,lr;tr,Black Sea MOU (rétentions Mer Noire),9418896,,OpenSanctions,psc_detained
IBRAHIM BEY,sl,Black Sea MOU (rétentions Mer Noire),7916997,,OpenSanctions,psc_detained
SUNSHINE BLISS,sg,Black Sea MOU (rétentions Mer Noire),9401996,,OpenSanctions,psc_detained
MARTYN LATSIS,ua,Black Sea MOU (rétentions Mer Noire),8038223,,OpenSanctions,psc_detained
INTERLINK ACTIVITY,mh,Black Sea MOU (rétentions Mer Noire),9721413,,OpenSanctions,psc_detained
BARBAT,cm,Black Sea MOU (rétentions Mer Noire),7613404,,OpenSanctions,psc_detained
ELISA,vu,Black Sea MOU (rétentions Mer Noire),8602000,,OpenSanctions,psc_detained
GSP KING,pa,Black Sea MOU (rétentions Mer Noire),9296028,,OpenSanctions,psc_detained
RAINBOW,pw,Black Sea MOU (rétentions Mer Noire),8230297,,OpenSanctions,psc_detained
LIGA,cm,Black Sea MOU (rétentions Mer Noire),8406779,,OpenSanctions,psc_detained
SOGDIANA,cm,Black Sea MOU (rétentions Mer Noire),8101628,,OpenSanctions,psc_detained
GOLD RIVER,hk,Black Sea MOU (rétentions Mer Noire),9251078,,OpenSanctions,psc_detained
HACI MUSA UCAK,pw,Black Sea MOU (rétentions Mer Noire),9128544,,OpenSanctions,psc_detained
COUNTESS I,pa,Black Sea MOU (rétentions Mer Noire),9236975,,OpenSanctions,psc_detained
ADA ZEYNEP,vu,Black Sea MOU (rétentions Mer Noire),8947876,,OpenSanctions,psc_detained
ALFA,kn,Black Sea MOU (rétentions Mer Noire),9310367,,OpenSanctions,psc_detained
NEPTUN,pw,Black Sea MOU (rétentions Mer Noire),8412390,,OpenSanctions,psc_detained
ANNA M,md,Black Sea MOU (rétentions Mer Noire),8212336,,OpenSanctions,psc_detained
CAPTAIN AMIR,sl,Black Sea MOU (rétentions Mer Noire),8913071,,OpenSanctions,psc_detained
SANTA REGINA,pa,Black Sea MOU (rétentions Mer Noire),9675274,,OpenSanctions,psc_detained
XIN HAI TONG 37,mh,Black Sea MOU (rétentions Mer Noire),9594597,,OpenSanctions,psc_detained
ALTIUS,vu,Black Sea MOU (rétentions Mer Noire),8511938,,OpenSanctions,psc_detained
SANTA MARTINA,mt,Black Sea MOU (rétentions Mer Noire),9143439,,OpenSanctions,psc_detained
SEA DHYANA,sg,Black Sea MOU (rétentions Mer Noire),9626912,,OpenSanctions,psc_detained
ABK TRADER,bz,Black Sea MOU (rétentions Mer Noire),8912261,,OpenSanctions,psc_detained
LIDER BORDO MAVI,cm,Black Sea MOU (rétentions Mer Noire),8009088,,OpenSanctions,psc_detained
AYSHA M,km,Black Sea MOU (rétentions Mer Noire),8511146,,OpenSanctions,psc_detained
THE GUARDIAN,pa,Black Sea MOU (rétentions Mer Noire),9378395,,OpenSanctions,psc_detained
PORADA,ua,Black Sea MOU (rétentions Mer Noire),7235068,,OpenSanctions,psc_detained
PALLADA GAS,lr,Black Sea MOU (rétentions Mer Noire),9143154,,OpenSanctions,psc_detained
CANOPUS,hk,Black Sea MOU (rétentions Mer Noire),9401025,,OpenSanctions,psc_detained
VALENTINA,cy,Black Sea MOU (rétentions Mer Noire),9155418,,OpenSanctions,psc_detained
DANA,tz,Black Sea MOU (rétentions Mer Noire),8104553,,OpenSanctions,psc_detained
ISIK 4,vu,Black Sea MOU (rétentions Mer Noire),8906303,,OpenSanctions,psc_detained
GAS MILANO,mh,Black Sea MOU (rétentions Mer Noire),9151149,,OpenSanctions,psc_detained
MEGHNA FORTUNE,bd,Black Sea MOU (rétentions Mer Noire),9805752,,OpenSanctions,psc_detained
NBA VAN GOGH,pa,Black Sea MOU (rétentions Mer Noire),9633109,,OpenSanctions,psc_detained
MANASSA 2M,tg,Black Sea MOU (rétentions Mer Noire),7422049,,OpenSanctions,psc_detained
GERMAN SKY,ag,Black Sea MOU (rétentions Mer Noire),9125047,,OpenSanctions,psc_detained
DRAGON,km,Black Sea MOU (rétentions Mer Noire),9143726,,OpenSanctions,psc_detained
SKYMOON KING,cm,Black Sea MOU (rétentions Mer Noire),8607658,,OpenSanctions,psc_detained
HIZIR REIS,tv,Black Sea MOU (rétentions Mer Noire),9180360,,OpenSanctions,psc_detained
HABIBE ANA,pa,Black Sea MOU (rétentions Mer Noire),9133355,,OpenSanctions,psc_detained
MAMA STRENGTH,mh,Black Sea MOU (rétentions Mer Noire),9673525,,OpenSanctions,psc_detained
LEO,pw,Black Sea MOU (rétentions Mer Noire),9167679,,OpenSanctions,psc_detained
SPRING,km,Black Sea MOU (rétentions Mer Noire),8408650,,OpenSanctions,psc_detained
SVS PATIENCE,pa,Black Sea MOU (rétentions Mer Noire),9549621,,OpenSanctions,psc_detained
CAPTAIN V. MADIAS,mt,Black Sea MOU (rétentions Mer Noire),9617351,,OpenSanctions,psc_detained
KARAZI,sl,Black Sea MOU (rétentions Mer Noire),8215807,,OpenSanctions,psc_detained
NIKOLAY KUZNETSOV,pa,Black Sea MOU (rétentions Mer Noire),8036110,,OpenSanctions,psc_detained
ALENA,pa,Black Sea MOU (rétentions Mer Noire),8857772,,OpenSanctions,psc_detained
ANNA,nl,Black Sea MOU (rétentions Mer Noire),9361110,,OpenSanctions,psc_detained
NIHAT BEY,vu,Black Sea MOU (rétentions Mer Noire),9044188,,OpenSanctions,psc_detained
ALTAY,mh,Black Sea MOU (rétentions Mer Noire),9349992,,OpenSanctions,psc_detained
ERRADALE,sg,Black Sea MOU (rétentions Mer Noire),9681883,,OpenSanctions,psc_detained
LIBERA B,lr,Black Sea MOU (rétentions Mer Noire),9471252,,OpenSanctions,psc_detained
GALISA,vu,Black Sea MOU (rétentions Mer Noire),8301838,,OpenSanctions,psc_detained
MY REYHAN,vu,Black Sea MOU (rétentions Mer Noire),9006459,,OpenSanctions,psc_detained
SEFORA,cm,Black Sea MOU (rétentions Mer Noire),7305112,,OpenSanctions,psc_detained
SAFMARINE NOMAZWE,hk,Black Sea MOU (rétentions Mer Noire),9294381,,OpenSanctions,psc_detained
COOL EXPRESO,nl,Black Sea MOU (rétentions Mer Noire),9085479,,OpenSanctions,psc_detained
BEEK 6,tz,Black Sea MOU (rétentions Mer Noire),9044061,,OpenSanctions,psc_detained
RAMA H,hn,Black Sea MOU (rétentions Mer Noire),8105404,,OpenSanctions,psc_detained
KAN 1,sl,Black Sea MOU (rétentions Mer Noire),8908844,,OpenSanctions,psc_detained
SEA STAR 74,kn,Black Sea MOU (rétentions Mer Noire),9109378,,OpenSanctions,psc_detained
LIDER PRESTIJ,cm,Black Sea MOU (rétentions Mer Noire),9019066,,OpenSanctions,psc_detained
ABOUDI D,kn,Black Sea MOU (rétentions Mer Noire),9385817,,OpenSanctions,psc_detained
SUNNY C,mh,Black Sea MOU (rétentions Mer Noire),9470959,,OpenSanctions,psc_detained
MY LAMA,bz,Black Sea MOU (rétentions Mer Noire),9339791,,OpenSanctions,psc_detained
RUZGAR BEY,pa,Black Sea MOU (rétentions Mer Noire),8858099,,OpenSanctions,psc_detained
BRO STAR,km,Black Sea MOU (rétentions Mer Noire),7516694,,OpenSanctions,psc_detained
RENI,ua,Black Sea MOU (rétentions Mer Noire),8918368,,OpenSanctions,psc_detained
MARWAN KAPTAN,tz,Black Sea MOU (rétentions Mer Noire),8355657,,OpenSanctions,psc_detained
A PLUS 1,vu,Black Sea MOU (rétentions Mer Noire),7811032,,OpenSanctions,psc_detained
HEILAN SPRING,pa,Black Sea MOU (rétentions Mer Noire),9587996,,OpenSanctions,psc_detained
SHAGAN,kn,Black Sea MOU (rétentions Mer Noire),9786126,,OpenSanctions,psc_detained
MF BREEZE,tg,Black Sea MOU (rétentions Mer Noire),8821577,,OpenSanctions,psc_detained
ALINA,km,Black Sea MOU (rétentions Mer Noire),8027901,,OpenSanctions,psc_detained
ROYAL STAR,pa,Black Sea MOU (rétentions Mer Noire),9223813,,OpenSanctions,psc_detained
NS UNION,pa,Black Sea MOU (rétentions Mer Noire),8502133,,OpenSanctions,psc_detained
ADMIRAL DANIAL,pw,Black Sea MOU (rétentions Mer Noire),9122227,,OpenSanctions,psc_detained
RUBUS,ck,Black Sea MOU (rétentions Mer Noire),9043380,,OpenSanctions,psc_detained
TQ TRABZON,kn,Black Sea MOU (rétentions Mer Noire),1078614,,OpenSanctions,psc_detained
KIEVSKAYA,md,Black Sea MOU (rétentions Mer Noire),8724547,,OpenSanctions,psc_detained
EGE BEY,bz;ck,Black Sea MOU (rétentions Mer Noire),9103013,,OpenSanctions,psc_detained
